grade,gender,transgender,sexual_orientation,religion,ethnicity,physical_disability,learning_disability,parent_guardian,guardian_degree,language_at_home_number,parent_other_than_English_frequency,language_at_home_text,book_in_home_number,book_read_number,computer_at_home_number,district,gpa,dei_01,dei_02,dei_03,dei_04,"G_School Climate for Diversity, Equity, and Inclusion			",dei_05,dei_06,dei_07,dei_10,"G_School Climate Overall			",dei_11,dei_12,dei_13,dei_16,dei_17,dei_18,dei_21,dei_75,"G_Classroom Teaching Supporting Diversity, Equity, and Inclusion						",dei_24,dei_25,dei_26,"G_Co-curricular Activities Supporting Diversity, Equity, and Inclusion		",dei_27,dei_28,dei_29,"G_School Commitment to Diversity, Equity, and Inclusion",dei_30,dei_31,dei_32,dei_35,dei_36,dei_37,"G_Everyday Discrimination by Students					",dei_48,dei_49,dei_50,dei_53,dei_54,dei_55,"G_Everyday Discrimination by Teachers					",dei_72,dei_73,dei_74,dei_76,"G_Outcomes					",absent_times,office_times,dei_80,dei_81,dei_82,dei_83,dei_84,"G_Meaningful Interactions Across Difference				",dei_fair_to_boys,share_text,temp,swsd_01,stmarg_remote,dei_stmarg,m_b63,
7,Female,No,Heterosexual,,"Middle Eastern, North African, or Arab",No,No,Parents,Finished a 4-year college degree,,Always,,25-99,,"Yes, three or more",2,,5,,5,5,5,5,4,5,4,4.50 ,5,2,3,2,2,3,2,3,2.43 ,3,0,0,1,3,4,4,3.666666667,4,4,2,4,4,3,3.5,3,3,2,3,1,2,2.333333333,4,5,5,4.50 ,4.63 ,0,0,4,2,2,2,,2.5,,,1,,,,,Comparison Data
7,Female,No,Heterosexual,Christian,Asian,No,No,Single Parent,I don't know,,Seldom,,25-99,,"Yes, three or more",2,2,5,,4,5,4.666666667,4,5,4,5,4.50 ,4,4,4,2,2,4,4,3,3.29 ,5,4,3,4,4,4,5,4.333333333,3,2,1,2,1,1,1.666666667,1,1,1,1,1,1,1,4,4,5,4.50 ,4.38 ,7,0,5,5,5,5,,5,,,5,,,,,Comparison Data
6,Female,No,Heterosexual,Christian,White,No,No,Parents,Finished a 4-year college degree,,No,,100-250,,"Yes, three or more",2,2,5,,5,5,5,5,5,5,5,5.00 ,5,4,5,4,2,1,1,2,2.71 ,3,3,3,3,5,4,5,4.666666667,2,2,1,3,3,1,2,1,1,1,1,1,1,1,5,5,5,5.00 ,5.00 ,5,0,4,5,5,5,,4.75,,It's an amazing school!,3,,,,,Comparison Data
12,Male,No,Heterosexual,None,Asian,No,No,Other Adult,Finished a professional or graduate degree after college,,Always,,25-99,,"Yes, three or more",2,3,4,,4,5,4.333333333,4,4,5,5,4.50 ,5,4,2,3,2,3,2,3,2.71 ,0,3,3,2,4,4,4,4,3,3,2,3,1,2,2.333333333,3,2,2,3,1,1,2,3,4,4,3.50 ,3.63 ,50,0,4,3,3,4,,3.5,,No,3,,,,,Comparison Data
12,Female,No,Heterosexual,Christian,Black or African American,No,No,Single Parent,Finished a professional or graduate degree after college,,No,,11-24,,"Yes, three or more",2,1,5,,1,3,3,3,3,3,3,3.00 ,5,,,,,,,,#DIV/0!,,,,#DIV/0!,,,,#DIV/0!,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,2.50 ,2.50 ,80,1,,,,,,#DIV/0!,,,,,,,,Comparison Data
11,Male,No,Heterosexual,Jewish,White,Yes,No,Parents,I don't know,,Always,,More than 250,,"Yes, three or more",2,1,4,,2,5,3.666666667,4,3,5,4,4.00 ,4,5,3,2,4,3,2,2,3.00 ,1,1,1,1,3,2,3,2.666666667,2,2,4,5,3,3,3.166666667,2,3,3,4,2,2,2.666666667,3,4,1,3.50 ,2.88 ,4,0,4,5,5,5,,4.75,,,5,,,,,Comparison Data
12,Male,No,Heterosexual,None,Asian,No,No,Other Adult,Finished high school,,Always,,11-24,,"Yes, two",2,1,3,,3,5,3.666666667,4,4,4,4,4.00 ,5,3,2,2,1,4,4,3,2.71 ,3,3,1,2.333333333,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,3,3.00 ,3.50 ,50,0,2,2,4,2,,2.5,,,4,,,,,Comparison Data
10,Female,No,Heterosexual,Christian,Asian,No,No,Parents,Finished a 4-year college degree,,Most of the time,,100-250,,"Yes, three or more",2,1,4,,4,5,4.333333333,4,5,5,5,4.75 ,5,3,3,3,3,3,3,3,3.00 ,1,1,1,1,1,5,5,3.666666667,2,1,1,1,1,1,1.166666667,2,1,1,1,1,1,1.166666667,5,5,5,5.00 ,5.00 ,0,0,3,3,2,1,,2.25,,,Never,,,,,Comparison Data
6,Female,,,None,White,No,No,Parents,Finished a 4-year college degree,,Most of the time,,More than 250,,"Yes, three or more",2,1,5,,5,5,5,5,5,5,5,5.00 ,5,,,,,,,,#DIV/0!,,,,#DIV/0!,5,5,5,5,,,,1,1,1,1,,,,1,1,1,1,5,5,5,5.00 ,5.00 ,0,0,,,,,,#DIV/0!,,,,,,,,Comparison Data
8,Female,No,Questioning,Christian,White,No,No,Parents,Attended some college or earned a 2-year degree,,No,,100-250,,"Yes, three or more",2,1,5,,4,5,4.666666667,5,4,5,5,4.75 ,5,4,4,5,4,5,5,5,4.57 ,5,5,4,4.666666667,4,3,4,3.666666667,2,1,1,2,3,2,1.833333333,1,1,1,1,1,1,1,5,5,5,5.00 ,5.00 ,2,0,5,5,5,5,,5,,,4,,,,,Comparison Data
9,Male,No,Heterosexual,Buddhist,Asian,No,No,Other Adult,Finished a 4-year college degree,,Always,,More than 250,,"Yes, three or more",2,6,5,,5,1,3.666666667,5,5,5,5,5.00 ,5,4,5,3,4,5,5,4,4.29 ,4,0,1,1.666666667,5,4,5,4.666666667,2,2,1,1,1,1,1.333333333,1,1,1,1,1,1,1,4,4,4,5.00 ,4.25 ,3,1,3,3,3,3,,3,,,3,,,,,Comparison Data
,,,,,,,,,,,,,,,,2,,3,,4,4,3.666666667,5,4,5,5,4.75 ,4,,,,,,,,#DIV/0!,,,,#DIV/0!,4,4,4,4,,,,,,,#DIV/0!,2,1,1,1,1,1,1.166666667,4,5,5,,4.67 ,,,4,4,4,5,,4.25,,,4,,,,,Comparison Data
,,,,,,,,Parents,Finished a professional or graduate degree after college,,Half the time,,More than 250,,"Yes, three or more",2,,4,,4,5,4.333333333,5,5,5,5,5.00 ,5,4,3,4,2,3,4,3,3.29 ,3,0,1,1.333333333,5,5,5,5,1,2,2,2,1,1,1.5,1,2,2,2,1,1,1.5,5,5,5,5.00 ,5.00 ,0,0,5,5,4,5,,4.75,,,4,,,,,Comparison Data
6,Male,,,Christian,Black or African American,No,No,Parents,Finished a professional or graduate degree after college,,No,,100-250,,"Yes, three or more",2,2,5,,5,1,3.666666667,5,5,5,5,5.00 ,5,4,5,3,3,4,2,2,3.29 ,4,,4,4,4,3,4,3.666666667,3,2,2,4,2,4,2.833333333,2,1,1,1,1,1,1.166666667,4,4,5,5.00 ,4.50 ,2,0,4,4,3,4,,3.75,,,Never,,,,,Comparison Data
9,Male,No,Heterosexual,Agnostic,White,No,Yes,Parents,Finished a 4-year college degree,,Seldom,,100-250,,"Yes, three or more",2,2,5,,1,5,3.666666667,3,4,4,5,4.00 ,5,4,4,4,,4,4,4,4.00 ,3,1,3,2.333333333,4,4,3,3.666666667,3,3,1,3,2,1,2.166666667,1,1,1,3,1,1,1.333333333,4,4,3,3.50 ,3.63 ,0,1,4,5,5,5,,4.75,,No.,5,,,,,Comparison Data
11,Male,No,Heterosexual,Christian,"Middle Eastern, North African, or Arab",No,No,Single Parent,Finished a professional or graduate degree after college,,Seldom,,100-250,,"Yes, three or more",2,3,4,,1,5,3.333333333,2,3,5,4,3.50 ,5,3,4,2,4,2,2,3,2.86 ,0,0,0,0,3,4,4,3.666666667,2,2,2,3,1,2,2,3,4,3,2,2,2,2.666666667,2,3,2,3.50 ,2.63 ,6,0,4,4,5,5,,4.5,,,4,,,,,Comparison Data
7,Female,No,,Christian,White,No,No,Stepparent,,,Half the time,,100-250,,"Yes, three or more",2,1,5,,4,,4.5,5,5,5,4,4.75 ,,4,5,4,2,4,4,3,3.71 ,5,5,5,5,5,4,5,4.666666667,2,2,1,3,2,1,1.833333333,1,1,1,1,1,1,1,5,4,4,3.50 ,4.13 ,0,0,5,5,5,5,,5,,,,,,,,Comparison Data
8,Male,No,Bisexual,None,Asian,No,No,Parents,Finished a 4-year college degree,,Always,,100-250,,"Yes, one",2,4,5,,5,5,5,,,5,5,5.00 ,5,,,,,,,,#DIV/0!,4,3,4,3.666666667,5,5,5,5,5,,,,,,5,5,,,,,,5,5,5,5,5.00 ,5.00 ,7,,5,5,4,5,,4.75,,,4,,,,,Comparison Data
11,Male,No,Heterosexual,Jewish,White,No,No,Parents,Finished a professional or graduate degree after college,,Most of the time,,More than 250,,"Yes, three or more",2,1,4,,2,3,3,4,4,5,5,4.50 ,4,4,3,2,2,3,3,3,2.86 ,3,0,4,2.333333333,4,3,4,3.666666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,4.00 ,4.75 ,1,0,5,5,5,5,,5,,,5,,,,,Comparison Data
12,Female,No,Heterosexual,Christian,"Hispanic, Latino, or Spanish",No,No,Stepparent,Finished a 4-year college degree,,No,,100-250,,"Yes, three or more",2,1,4,,1,5,3.333333333,3,4,4,4,3.75 ,5,,,,,,,,#DIV/0!,0,0,0,0,4,3,4,3.666666667,1,1,2,1,1,1,1.166666667,3,1,3,1,1,1,1.666666667,2,2,4,2.50 ,2.63 ,13,0,1,1,1,1,,1,,,Never,,,,,Comparison Data
9,Male,No,Heterosexual,Jewish,White,No,No,Parents,Finished a professional or graduate degree after college,,No,,More than 250,,"Yes, three or more",2,1,5,,3,5,4.333333333,5,4,5,5,4.75 ,5,5,4,4,4,4,3,3,3.86 ,3,3,3,3,5,4,5,4.666666667,2,2,3,3,2,2,2.333333333,2,2,2,1,1,1,1.5,5,5,5,4.50 ,4.88 ,0,0,3,5,5,4,,4.25,,no,3,,,,,Comparison Data
10,Female,No,Heterosexual,None,White,No,No,Parents,Finished a 4-year college degree,,No,,25-99,,"Yes, three or more",2,1,4,,3,4,3.666666667,4,4,4,4,4.00 ,4,4,4,4,4,5,3,3,3.86 ,3,4,1,2.666666667,4,4,4,4,2,3,2,3,1,2,2.166666667,2,2,1,1,1,1,1.333333333,4,4,4,4.50 ,4.13 ,3,0,4,3,5,4,,4,,,3,,,,,Comparison Data
11,Male,No,Heterosexual,Christian,"Hispanic, Latino, or Spanish",No,No,Parents,Finished a 4-year college degree,,Always,,100-250,,"Yes, three or more",2,2,5,,3,5,4.333333333,4,4,5,5,4.50 ,5,4,4,3,4,4,4,2,3.57 ,3,0,1,1.333333333,3,4,4,3.666666667,1,2,4,3,1,2,2.166666667,2,2,3,2,1,1,1.833333333,5,4,4,4.50 ,4.38 ,8,0,5,5,5,5,,5,,,3,,,,,Comparison Data
7,Male,No,Heterosexual,Jewish,White,No,No,Parents,Finished a 4-year college degree,,No,,100-250,,"Yes, three or more",2,1,5,,5,5,5,5,5,5,5,5.00 ,5,5,5,4,5,5,4,5,4.71 ,1,1,3,1.666666667,4,4,4,4,2,1,1,1,1,1,1.166666667,1,1,1,1,1,1,1,5,5,5,5.00 ,5.00 ,1,0,5,5,5,5,,5,,No,3,,,,,Comparison Data
8,Female,No,Heterosexual,Christian,Asian,No,No,Parents,Finished a professional or graduate degree after college,,Half the time,,More than 250,,"Yes, three or more",2,1,4,,5,4,4.333333333,4,5,5,5,4.75 ,5,4,2,2,5,3,3,2,3.00 ,0,0,0,0,4,4,5,4.333333333,2,2,2,2,1,1,1.666666667,1,2,1,1,1,1,1.166666667,4,4,5,4.50 ,4.38 ,1,0,4,5,5,4,,4.5,,N/A,4,,,,,Comparison Data
9,Female,No,,None,Black or African American,No,No,Parents,Finished a professional or graduate degree after college,,No,,100-250,,"Yes, three or more",2,1,,,,,#DIV/0!,,,,,#DIV/0!,,,,,,,,,#DIV/0!,,,,#DIV/0!,,,,#DIV/0!,,,,,,,#DIV/0!,,,,,,,#DIV/0!,,,,,#DIV/0!,,,,,,,,#DIV/0!,,Although students at the school have said or done things that have made me,,,,,,Comparison Data
,,,,,,,,,,,,,,,,2,,,,,,#DIV/0!,,,,,#DIV/0!,,,,,,,,,#DIV/0!,,,,#DIV/0!,,,,#DIV/0!,,,,,,,#DIV/0!,,,,,,,#DIV/0!,,,,,#DIV/0!,,,,,,,,#DIV/0!,,,,,,,,Comparison Data
10,Male,No,Heterosexual,Christian,White,No,No,Single Parent,Finished a professional or graduate degree after college,,Seldom,,25-99,,"Yes, three or more",2,1,5,,5,5,5,5,5,5,5,5.00 ,5,1,2,1,1,2,2,1,1.43 ,1,0,0,0.333333333,5,5,5,5,1,1,1,2,3,1,1.5,1,1,1,1,1,1,1,5,5,5,4.00 ,4.75 ,0,0,1,1,1,1,,1,,,Never,,,,,Comparison Data
12,Female,No,Heterosexual,Jewish,White,No,No,Single Parent,Finished a 4-year college degree,,No,,25-99,,"Yes, one",2,1,5,,2,4,3.666666667,5,5,3,5,4.50 ,3,3,3,3,3,3,3,3,3.00 ,3,3,3,3,4,2,4,3.333333333,3,3,2,5,3,3,3.166666667,3,3,2,3,2,3,2.666666667,3,4,4,4.00 ,3.75 ,53,0,5,5,5,5,,5,,,4,,,,,Comparison Data
8,Female,No,Heterosexual,Hindu,"Some other race, ethnicity, or origin",No,No,Parents,Finished a professional or graduate degree after college,,Most of the time,,25-99,,"Yes, three or more",2,1,5,,5,5,5,4,5,5,5,4.75 ,5,5,5,4,4,5,4,4,4.43 ,0,0,0,0,5,5,5,5,2,1,3,4,2,2,2.333333333,1,1,2,1,1,1,1.166666667,5,5,4,4.00 ,4.50 ,3,3,5,5,5,5,,5,,Nope!,5,,,,,Comparison Data
10,Female,No,Heterosexual,None,White,No,No,Parents,Finished high school,,Seldom,,11-24,,"Yes, two",2,2,4,,5,,4.5,5,5,5,5,5.00 ,5,2,2,5,5,5,5,5,4.14 ,4,4,5,4.333333333,4,4,4,4,3,3,3,3,1,1,2.333333333,3,3,1,2,1,1,1.833333333,5,4,5,5.00 ,4.75 ,,0,4,5,5,5,,4.75,,"The question saying ""mostly fair to girls"" is not okay. If anything it should say ""more fair to boys."" The amount of times I have been sexualized and objectified by a boy at school is unacceptable and it is in no way more fair to girls. ",5,,,,,Comparison Data
8,Male,No,Heterosexual,Jewish,White,No,No,Parents,Finished a 4-year college degree,,No,,More than 250,,"Yes, three or more",2,3,4,,3,5,4,5,4,4,5,4.50 ,3,5,2,4,4,2,3,2,3.14 ,4,0,0,1.333333333,4,4,4,4,1,1,3,1,1,1,1.333333333,2,1,1,1,1,1,1.166666667,5,5,5,5.00 ,5.00 ,6,0,5,5,5,5,,5,,This school has been my 2nd home since kindergarten and is very welcoming.,3,,,,,Comparison Data
5,Male,,,Other,White,,No,Parents,I don't know,,No,,25-99,,"Yes, three or more",6,,5,,5,5,5,5,5,5,5,5.00 ,,2,3,2,1,2,2,5,2.43 ,4,0,0,1.333333333,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5.00 ,5.00 ,0,0,1,1,1,1,,1,,,,Good,,,,Comparison Data
5,Female,,,Christian,Black or African American,No,No,Parents,Finished a professional or graduate degree after college,,Half the time,,25-99,,"Yes, three or more",6,,3,,5,5,4.333333333,4,4,4,4,4.00 ,,1,1,2,1,2,2,1,1.43 ,0,0,0,0,4,4,3,3.666666667,2,2,2,2,1,1,1.666666667,2,2,1,1,1,1,1.333333333,4,4,3,3.50 ,3.63 ,1,0,4,4,4,3,,3.75,,,,Good,,,,Comparison Data
5,Male,,,Christian,Black or African American,No,No,Parents,Finished a 4-year college degree,,No,,100-250,,"Yes, three or more",6,,4,,5,5,4.666666667,4,4,4,5,4.25 ,,4,,5,4,4,5,5,4.50 ,5,4,3,4,3,3,3,3,2,2,2,2,1,2,1.833333333,1,1,1,1,1,1,1,4,5,4,3.50 ,4.13 ,0,0,4,4,5,5,,4.5,,,,Very Good,,,,Comparison Data
5,Male,,,None,White,No,No,Parents,Finished a 4-year college degree,,No,,25-99,,"Yes, three or more",6,,5,,5,5,5,4,5,5,5,4.75 ,,,,5,,,,,5.00 ,,,,#DIV/0!,5,5,4,4.666666667,,1,1,1,1,1,1,,1,1,1,1,1,1,5,4,5,5.00 ,4.75 ,0,0,4,,,4,,4,,,,Very Good,,,,Comparison Data
5,Male,,,Christian,White,No,No,Stepparent,Finished a 4-year college degree,,No,,11-24,,"Yes, three or more",6,,5,,5,5,5,4,5,4,5,4.50 ,,5,5,5,5,5,5,5,5.00 ,0,0,0,0,5,5,5,5,2,1,1,1,1,1,1.166666667,1,1,1,1,1,1,1,5,5,5,5.00 ,5.00 ,0,0,1,1,1,1,,1,,,,Very Good,,,,Comparison Data
5,Female,,,Other,White,No,No,Parents,Finished a 4-year college degree,,No,,11-24,,"Yes, three or more",6,,5,,5,4,4.666666667,4,5,4,5,4.50 ,,1,5,2,1,4,3,2,2.57 ,4,1,4,3,4,5,5,4.666666667,1,1,1,1,1,1,1,3,1,2,1,1,1,1.5,4,5,4,1.50 ,3.63 ,1,0,1,2,3,4,,2.5,,,,Good,,,,Comparison Data
5,Male,,,Christian,"Some Other Race, Ethnicity, or Origin",No,No,Parents,I don't know,,No,,25-99,,"Yes, three or more",6,,5,,5,5,5,5,5,5,5,5.00 ,,5,5,5,2,5,5,1,4.00 ,0,0,0,0,5,5,5,5,5,1,1,1,,1,1.8,5,1,1,1,1,1,1.666666667,5,5,5,5.00 ,5.00 ,0,0,1,1,1,1,,1,,,,Very Good,,,,Comparison Data
5,Female,,,,White,No,No,Parents,Finished a 4-year college degree,,No,,25-99,,"Yes, three or more",6,,5,,4,5,4.666666667,5,5,4,5,4.75 ,,4,4,4,4,2,4,5,3.86 ,0,0,0,0,5,4,4,4.333333333,4,1,2,1,1,1,1.666666667,5,1,1,1,1,1,1.666666667,5,5,5,4.50 ,4.88 ,0,0,4,4,4,4,,4,,,,Very Good,,,,Comparison Data
5,Male,,,None,White,No,No,Parents,I don't know,,No,,More than 250,,"Yes, three or more",6,,5,,5,5,5,4,5,5,5,4.75 ,,2,4,3,1,4,4,4,3.14 ,0,0,0,0,5,4,4,4.333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5.00 ,5.00 ,0,0,5,4,3,4,,4,,,,Good,,,,Comparison Data
5,Female,,,Christian,White,No,Yes,Parents,I don't know,,No,,100-250,,"Yes, one",6,,5,,5,5,5,5,5,5,5,5.00 ,,4,5,4,1,4,4,4,3.71 ,4,3,4,3.666666667,4,5,5,4.666666667,2,2,1,1,1,1,1.333333333,1,1,1,1,1,1,1,5,5,5,5.00 ,5.00 ,0,0,4,5,4,4,,4.25,,,,Very Good,,,,Comparison Data
5,Male,,,Christian,Black or African American,No,No,Single Parent,Finished a professional or graduate degree after college,,No,,More than 250,,"Yes, three or more",6,,5,,5,5,5,5,5,5,5,5.00 ,,3,3,3,1,3,3,3,2.71 ,0,0,0,0,3,2,1,2,2,2,1,1,1,2,1.5,2,1,1,1,1,1,1.166666667,4,5,5,5.00 ,4.75 ,0,0,2,4,5,5,,4,,,,Good,,,,Comparison Data
5,Female,,,Christian,"Hispanic, Latino, or Spanish",No,No,Parents,Finished high school,,Most of the time,,100-250,,"Yes, three or more",6,,5,,4,5,4.666666667,4,4,5,3,4.00 ,,3,5,4,1,3,5,4,3.57 ,0,0,5,1.666666667,3,5,5,4.333333333,3,2,3,3,2,1,2.333333333,1,1,1,1,1,1,1,4,5,4,3.00 ,4.00 ,1,0,2,1,2,1,,1.5,,,,Good,,,,Comparison Data
5,Male,,,,White,No,No,Parents,I don't know,,Always,,More than 250,,"Yes, three or more",6,,5,,5,5,5,5,4,5,5,4.75 ,,,,,,,,,#DIV/0!,,0,,0,4,3,4,3.666666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,5,4.00 ,4.25 ,0,0,,,,,,#DIV/0!,,,,Very Good,,,,Comparison Data
5,Male,,,Other,American Indian or Alaskan Native,No,No,Parents,Finished a professional or graduate degree after college,,Most of the time,,25-99,,"Yes, three or more",6,,5,,3,5,4.333333333,5,5,2,5,4.25 ,,,,2,,,,,2.00 ,,0,,0,3,4,3,3.333333333,2,5,1,1,1,1,1.833333333,,5,1,1,1,1,1.8,5,5,5,4.00 ,4.75 ,0,0,1,,,,,1,,,,Very Good,,,,Comparison Data
5,Male,,,Christian,,No,Yes,Parents,Finished a professional or graduate degree after college,,No,,100-250,,"Yes, three or more",6,,5,,5,5,5,5,5,5,5,5.00 ,,5,5,4,4,5,3,5,4.43 ,0,0,0,0,5,4,5,4.666666667,1,1,2,3,1,1,1.5,1,1,1,1,1,1,1,5,5,5,5.00 ,5.00 ,0,0,3,4,5,5,,4.25,,,,Very Good,,,,Comparison Data
5,Male,,,None,White,No,No,Parents,Finished a professional or graduate degree after college,,No,,100-250,,"Yes, three or more",6,,5,,5,5,5,4,5,4,5,4.50 ,,5,4,5,2,4,4,5,4.14 ,3,3,0,2,5,5,4,4.666666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,4.50 ,4.63 ,1,0,3,4,5,4,,4,,,,Very Good,,,,Comparison Data
5,Female,,,None,White,No,No,Parents,I don't know,,No,,11-24,,"Yes, three or more",6,,5,,5,5,5,5,5,5,5,5.00 ,,,,,,,,,#DIV/0!,1,1,1,1,4,4,4,4,1,1,1,2,1,1,1.166666667,1,1,1,1,1,1,1,5,5,5,5.00 ,5.00 ,3,0,1,4,5,5,,3.75,,,,Very Good,,,,Comparison Data
5,Female,,,Christian,White,No,No,Parents,Finished a 4-year college degree,,No,,More than 250,,"Yes, three or more",6,,5,,5,5,5,5,4,5,5,4.75 ,,5,5,5,5,5,5,5,5.00 ,4,4,4,4,5,4,4,4.333333333,2,1,1,1,1,1,1.166666667,1,1,1,1,1,1,1,5,5,5,5.00 ,5.00 ,0,0,5,4,4,3,,4,,,,Very Good,,,,Comparison Data
5,Female,,,,White,No,No,Parents,Attended some college or earned a 2-year degree,,No,,More than 250,,"Yes, three or more",6,,5,,5,5,5,5,5,5,5,5.00 ,,,,,,,,,#DIV/0!,,,,#DIV/0!,5,5,5,5,2,1,1,1,1,1,1.166666667,1,1,1,1,1,1,1,5,5,5,5.00 ,5.00 ,0,0,,,,,,#DIV/0!,,,,Very Good,,,,Comparison Data
5,Male,,,Other,White,No,No,Parents,Finished a 4-year college degree,,No,,25-99,,"Yes, three or more",6,,5,,5,5,5,5,5,5,5,5.00 ,,2,5,1,4,2,1,4,2.71 ,3,0,0,1,3,3,3,3,5,1,1,1,1,1,1.666666667,5,1,1,1,1,1,1.666666667,5,5,5,4.50 ,4.88 ,0,0,3,3,4,4,,3.5,,,,Good,,,,Comparison Data
5,Male,,,None,White,No,Yes,Parents,Finished a professional or graduate degree after college,,No,,More than 250,,"Yes, three or more",6,,5,,5,4,4.666666667,4,4,4,4,4.00 ,,2,2,2,3,2,3,3,2.43 ,1,0,0,0.333333333,3,3,3,3,2,2,2,2,3,2,2.166666667,1,1,1,1,1,1,1,4,4,4,3.50 ,3.88 ,0,0,2,1,1,2,,1.5,,,,Good,,,,Comparison Data
5,Female,,,Christian,White,No,No,Stepparent,Finished a professional or graduate degree after college,,No,,More than 250,,"Yes, three or more",6,,5,,5,5,5,5,5,5,5,5.00 ,,5,4,2,5,2,2,3,3.29 ,5,0,4,3,4,4,5,4.333333333,1,1,2,1,1,2,1.333333333,1,1,1,1,1,1,1,5,5,5,5.00 ,5.00 ,0,0,4,4,,4,,4,,,,Good,,,,Comparison Data
6,Female,,,None,White,No,No,Parents,I don't know,,No,,0-10,,"Yes, three or more",6,,5,,3,3,3.666666667,3,3,3,3,3.00 ,,2,2,1,1,2,2,2,1.71 ,0,0,0,0,3,2,3,2.666666667,1,1,1,1,1,1,1,2,4,1,4,1,1,2.166666667,3,3,2,1.00 ,2.25 ,2,0,1,1,1,1,,1,,,,Good,,,,Comparison Data
6,Female,,,Hindu,Asian,No,No,Parents,Finished a professional or graduate degree after college,,Always,,More than 250,,"Yes, three or more",6,,5,,,5,5,4,5,5,5,4.75 ,,4,2,2,2,4,2,2,2.57 ,3,0,3,2,4,4,4,4,1,2,1,1,1,2,1.333333333,1,1,1,1,1,1,1,5,4,5,4.50 ,4.63 ,0,0,3,3,,4,,3.333333333,,,,Very Good,,,,Comparison Data
6,Female,,,Christian,White,No,No,Parents,Finished a 4-year college degree,,No,,25-99,,"Yes, three or more",6,,4,,4,3,3.666666667,3,3,4,5,3.75 ,,2,4,1,1,2,3,2,2.14 ,0,0,0,0,4,5,3,4,,1,1,3,1,2,1.6,,3,1,2,1,1,1.6,3,5,4,1.00 ,3.25 ,0,0,1,1,3,4,,2.25,,,,Good,,,,Comparison Data
6,Female,,,Christian,White,No,No,Single Parent,Finished a 4-year college degree,,No,,11-24,,"Yes, three or more",6,,5,,5,5,5,5,5,5,5,5.00 ,,3,5,2,1,3,1,1,2.29 ,0,0,3,1,5,5,5,5,1,1,1,1,2,2,1.333333333,1,1,1,1,1,1,1,5,5,,5.00 ,5.00 ,,,5,5,5,5,,5,,,,Very Good,,,,Comparison Data
6,Female,,,None,White,No,No,Parents,Finished a 4-year college degree,,No,,100-250,,"Yes, three or more",6,,5,,5,5,5,5,5,5,5,5.00 ,,2,2,4,4,4,4,2,3.14 ,1,0,3,1.333333333,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,4.00 ,4.75 ,0,0,4,4,4,4,,4,,,,Very Good,,,,Comparison Data
6,Male,,,,White,No,No,Parents,I don't know,,No,,25-99,,"Yes, three or more",6,,4,,5,5,4.666666667,4,5,5,4,4.50 ,,3,4,2,2,1,2,2,2.29 ,0,0,0,0,4,3,4,3.666666667,2,2,2,1,1,2,1.666666667,2,2,1,1,1,2,1.5,5,5,4,3.50 ,4.38 ,0,0,3,4,4,5,,4,,,,Good,,,,Comparison Data
6,Male,,,Christian,Black or African American,No,No,Parents,I don't know,,Most of the time,,100-250,,"Yes, three or more",6,,1,,5,1,2.333333333,5,5,5,5,5.00 ,,,2,5,2,4,4,5,3.67 ,5,1,5,3.666666667,5,5,5,5,1,5,1,3,1,2,2.166666667,1,1,1,1,1,1,1,5,3,,5.00 ,4.33 ,0,0,1,,,,,1,,,,Good,,,,Comparison Data
6,Female,,,Christian,White,No,No,Parents,Finished a professional or graduate degree after college,,No,,25-99,,"Yes, three or more",6,,5,,5,5,5,5,5,5,5,5.00 ,,3,3,5,2,4,4,5,3.71 ,3,3,4,3.333333333,5,5,5,5,1,1,2,2,1,1,1.333333333,1,1,1,1,1,1,1,5,5,5,5.00 ,5.00 ,0,0,4,5,5,5,,4.75,,,,Good,,,,Comparison Data
5,Female,,,Christian,White,No,No,Parents,Finished a professional or graduate degree after college,,Half the time,,More than 250,,"Yes, three or more",6,,5,,5,5,5,5,5,5,5,5.00 ,,1,2,3,2,3,5,5,3.00 ,0,0,5,1.666666667,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5.00 ,5.00 ,0,0,4,4,4,4,,4,,,,Very Good,,,,Comparison Data
5,Female,,,None,Black or African American,No,No,Parents,Finished high school,,No,,25-99,,"Yes, three or more",6,,5,,5,5,5,5,5,5,5,5.00 ,,,5,4,4,3,4,4,4.00 ,3,,5,4,5,4,5,4.666666667,2,1,1,2,1,1,1.333333333,1,1,1,1,1,1,1,5,5,5,4.50 ,4.88 ,6,0,4,4,3,3,,3.5,,,,Fair,,,,Comparison Data
